waterBodyID,WBID,MULakeNumber,waterBody,WATER_BODY_DNR,Distance,waterBodyLatitude,waterBodyLongitude,waterBodyDesc,countyID,countryID,ecoregionID,stateID,waterBodyTypeID,MDNRNameID,primarySLAP19,damHeightM,volumeM3,surfAreaHA,watershedAreaHA,notes,geometry
184,7209,196,Lone Jack,Lone Jack Lake,167,38.8917,-94.1942,,,187,1,29,2,,,14.3,506960,14.2,224.6,,POINT (-10485650.37967977 4706170.378009225)
185,7630,197,Prairie,100K Extent-Remaining Lakes,,38.7083,-90.6903,,,187,2,29,2,,,8.8,773392,20.2,121.4,,POINT (-10095598.015889218 4679973.765608837)
186,7083,198,Ray County,Ray County Community Lake,312,39.3092,-93.9939,,,187,1,29,2,,,6.1,102379,10.1,126.5,,POINT (-10463353.085673876 4766059.093782459)
187,7164,199,Rothwell,Rothwell Lake,576,39.4183,-92.4617,,,187,1,29,2,,,8.8,192423,10.5,185.3,,POINT (-10292789.361880422 4781767.813125937)
188,7061,200,Savannah City,Savannah City Reservoir,191,39.9492,-94.863,,,187,6,29,2,,,10.4,325639,7.7,238.5,,POINT (-10560100.855122311 4858562.905651431)
189,7274,201,Upper Big,Delaney Lake,1004,36.9544,-89.3648,,,187,4,29,2,,,,,,,,POINT (-9948044.030842735 4432752.639843137)
190,7050,202,Whiteside,Whiteside Lake,296,39.1722,-91.0111,,,187,6,29,2,,,12.2,252863,8.9,100.9,,POINT (-10131309.3085357 4746367.8469897)
191,7438,203,Willow Brook,Willow Brook Lake,1106,39.8722,-94.3811,,,187,1,29,2,,,14.6,1427136,65.6,1514.8,,POINT (-10506455.992509034 4847388.074377306)
192,7110,204,Worth County,Worth County Community Lake,355,40.3994,-94.5247,,,187,1,29,2,,,7.9,181322,8.1,97.4,,POINT (-10522441.471386945 4924152.881312816)
193,7121,211,Cameron (Sunrise),Cameron Lake #2,452,39.7627,-94.2583,,,187,1,29,2,,,11.6,309603,12.9,449.4,,POINT (-10492785.95903962 4831518.173836772)
194,7384,212,Grindstone,Cameron Lake #4 (Grindstone Reservoir),736,39.773,-94.2942,,,187,1,29,2,,,16.2,4038414,72.8,5598.7,,POINT (-10496782.328759097 4833009.882446242)
195,7119,213,Cameron (Eagle),Cameron Lake #3,837,39.7739,-94.2722,,,187,1,29,2,,,10.1,1027489,36.8,1372.3,,POINT (-10494333.299961645 4833140.236520142)
196,7642,214,Bennitt,Bennitt Lake,397,39.2448,-92.4586,,,187,2,29,2,,,15.2,788194,19.4,259.2,,POINT (-10292444.271458965 4756797.980326777)
197,NA,215,White,,,39.3264,-91.8642,,,187,1,29,2,,,,,6.1,81.2,,POINT (-10226275.966131441 4768534.0005113445)
198,7251,216,Big Whetstone,Big Lake,301,38.9657,-91.7347,,,187,2,29,2,,,14.3,724053,10.1,127.3,,POINT (-10211860.092073712 4716759.582103045)
199,7666,217,Windy Whetstone,Windy Lake,113,38.9594,-91.7338,,,187,2,29,2,,,,,,,,POINT (-10211759.904532 4715857.638360489)
200,7159,218,Bucklin City,Bucklin Lake,277,39.7672,-92.8814,,,187,1,29,2,,,9.1,154185,6.1,119.4,,POINT (-10339510.15216636 4832169.86373885)
201,7647,219,Dairy 1,Dairy Farm Lake Number 1,176,38.9938,-92.489,,,187,2,29,2,,,,,6.1,60.6,,POINT (-10295828.383979078 4720783.51468494)
202,7630,220,Dairy 3,100K Extent-Remaining Lakes,,38.9896,-92.4727,,,187,2,29,2,,,,,2,10.9,,POINT (-10294013.87627915 4720181.971281164)
203,7025,221,Edina (Section 7),Edina Lake,171,40.1844,-92.164,,,187,1,29,2,,,9.1,172687,5.7,54.5,,POINT (-10259649.549471267 4892775.079270784)
204,7021,222,Ewing,Ewing Lake,222,40.0211,-91.7171,,,187,1,29,2,,,11.9,651277,14.2,265.9,,POINT (-10209900.869035752 4869008.9479101235)
205,7630,223,Greenly Farms,,,40.0171,-92.1924,,,187,1,29,2,,,6.7,133216,7.3,98,,POINT (-10262811.023009794 4868427.516140257)
206,7644,224,Happy Holler,Happy Holler Lake,457,40.0256,-94.7336,,,187,6,29,2,,,14.9,1726872,27.1,368.8,,POINT (-10545696.11301366 4869663.0993960295)
207,7197,225,Higbee Railroad,Higbee Lake,2699,39.3052,-92.5193,,,187,1,29,2,,,,,6.1,44.5,,POINT (-10299201.364550116 4765483.621269039)
208,7197,226,Higbee City,Higbee Lake,158,39.3109,-92.4961,,,187,1,29,2,,,13.7,148018,5.3,45.3,,POINT (-10296618.752363712 4766303.679561309)
209,7675,227,Horseshoe,Horseshoe Lake,85,38.9447,-91.7184,,,187,6,29,2,,,7.9,40705,2.4,29.7,,POINT (-10210045.584373783 4713753.414766076)
210,7105,228,Jamesport Community,Jamesport Community Lake,129,39.9987,-93.8423,,,187,1,29,2,,,6.4,197357,12.1,120,,POINT (-10446477.050869616 4865753.368844303)
211,7113,229,King City (West),King City Old Reservoir,166,40.0641,-94.5127,,,187,1,29,2,,,10.4,487225,15,206.9,,POINT (-10521105.637497427 4875261.493638134)
212,7114,230,King City (East),King City New Reservoir,138,40.0619,-94.5085,,,187,1,29,2,,,6.1,97445,5.7,119.6,,POINT (-10520638.095636094 4874941.500202129)
213,7038,231,LaPlata (West),La Plata Lake,325,40.0186,-92.4653,,,187,1,29,2,,,,,,,,POINT (-10293190.11204728 4868645.549059836)
214,7645,232,Lick Creek,Monte Gurwit Lake,164,39.1508,-92.3846,,,187,2,29,2,,,6.7,187489,6.1,55,,POINT (-10284206.629140263 4743295.455503944)
215,7143,233,Linneus,Linneus Lake,220,39.8872,-93.1994,,,187,1,29,2,,,9.1,209692,6.9,209.1,,POINT (-10374909.75023862 4849564.004758738)
216,7188,234,Malta Bend,Malta Bend Community Lake,64,39.1759,-93.3852,,,187,1,29,2,,,,,2,20.2,,POINT (-10395592.91162801 4746899.149652913)
217,7116,235,Redman,Maysville Lake,59,39.8743,-94.3656,,,187,3,29,2,,,9.2,148018,3.8,68.8,,POINT (-10504730.540401736 4847692.6759802215)
218,NA,236,McCredie,,,38.9477,-91.9105,,,187,1,29,2,,,7.6,131982,4.9,73.1,,POINT (-10231430.05855517 4714182.812710253)
219,7144,237,Milan (North),Milan Lake North,207,40.2002,-93.1048,,,187,1,29,2,,,9.1,154185,6.1,77.6,,POINT (-10364378.926409576 4895077.589614776)
220,7031,238,Monroe (Route J),Monroe City Lake,391,39.6063,-91.6661,,,187,2,29,2,,,14.3,1443172,48.2,2108,,POINT (-10204223.575005295 4808894.723739792)
221,7022,239,LaBelle City (West),New La Belle Lake,134,40.0918,-91.9123,,,187,1,29,2,,,10.7,134449,7.3,59.5,,POINT (-10231630.433638599 4879291.386422898)
222,7681,240,North Whetstone,North Lake,104,38.9823,-91.7309,,,187,2,29,2,,,6.7,59207,2.4,23.9,,POINT (-10211437.078008698 4719136.516485049)
223,7628,241,Phillips,Perry Phillips Lake,234,38.8957,-92.2934,,,187,1,29,2,,,14,805462,17,147.1,,POINT (-10274054.291579915 4706742.485150777)
224,7443,242,Pike,Pike Lake,274,39.9516,-93.6746,,,187,1,29,2,,,9.1,217092,8.9,110.6,,POINT (-10427808.772263585 4858911.414086827)
225,NA,243,Pin Oak,,,37.4357,-94.5657,,,187,1,29,2,,,4.3,70308,5.7,102.3,,POINT (-10527005.570509471 4500013.009657562)
226,7170,244,Pine Ridge,Salisbury City Lake (Pine Ridge Lake),332,39.3987,-92.8011,,,187,1,29,2,,,,,10.1,123.1,,POINT (-10330571.19705566 4778943.905825563)
227,NA,245,Poosey 17,,,39.9221,-93.7168,,,187,1,29,2,,,6.7,30837,6.1,77.4,,POINT (-10432506.454775061 4854628.512743479)
228,NA,246,Poosey 18,,,39.9281,-93.7087,,,187,1,29,2,,,5.2,12335,5.3,40.6,,POINT (-10431604.766899634 4855499.461780759)
229,NA,247,Poosey 20,,,39.9282,-93.7014,,,187,1,29,2,,,7.6,49339,6.1,34.8,,POINT (-10430792.134616846 4855513.978244744)
230,7444,248,Johnson,Johnson Lake,131,38.7789,-92.6015,,,187,1,29,2,,,,,5.7,68.9,,POINT (-10308351.826693323 4690050.1973109385)
231,NA,249,Reform 1,,,38.7605,-91.7957,,,187,2,29,2,,,,,2.8,20.3,,POINT (-10218650.581012102 4687423.084962614)
232,7650,250,Santa Fe,Santa Fe Lake,236,40.0362,-92.4763,,,187,1,29,2,,,9.1,493392,16.2,112.6,,POINT (-10294414.626446005 4871204.160116924)
233,7145,251,Sears Community,Sears Community Lake,379,40.2613,-93.0764,,,187,1,29,2,,,10.1,207225,7.3,83,,POINT (-10361217.452871049 4903986.655103571)
234,NA,252,South Farm,,,38.9039,-92.2781,,,187,1,29,2,,,5.5,74009,3.6,58.2,,POINT (-10272351.103370776 4707915.405538172)
235,7450,253,Tobacco Hill,Tobacco Hills Lake,108,39.4229,-94.8044,,,187,6,29,2,,,10.4,,6.9,63.9,,POINT (-10553577.532961825 4782430.6819098)
236,7250,254,Walter,Wellsville City Lake,5188,39.0675,-91.6299,,,187,1,29,2,,,7.9,194890,2.8,81.1,,POINT (-10200193.809438579 4731344.985617589)
237,7010,255,Watershed,Bear Creek Watershed Structure F-1,278,40.3,-91.9341,,,187,1,29,2,,,,,,,,POINT (-10234057.198537892 4909633.711705325)
238,7454,256,Wellsville City,Sportsman Lake,1582,39.0356,-91.5769,,,187,1,29,2,,,,,7,44.7,,POINT (-10194293.876426535 4726772.250755915)
239,7250,257,Whitesell,Wellsville City Lake,5562,39.0728,-91.6323,,,187,2,29,2,,,7.9,194890,5.3,57.9,,POINT (-10200460.976216482 4732104.9191538105)
240,7203,258,Winegar,Winegar  Lake,140,38.4777,-92.3971,,,187,2,29,2,,,8.5,98678,2.4,64.7,,POINT (-10285598.122775177 4647130.33833643)
241,7636,260,Busch 16,August A Busch Lake Number 34,3682,38.7051,-90.7578,,,187,2,29,2,,,,,,,,POINT (-10103112.081517765 4679517.279360629)
242,7225,261,Adrian City,Adrian Reservoir,290,38.3907,-94.3364,,,187,1,29,2,,,,,,,,POINT (-10501480.011270573 4634766.596523992)
243,7240,263,Brays,Brays Lake,613,37.892,-91.7784,,,187,3,29,2,,,,,,,,POINT (-10216724.75382138 4564180.2492337115)
244,7228,264,Drexel City,Drexel Lake,369,38.4744,-94.6061,,,187,1,29,2,,,,,,,,POINT (-10531502.87793752 4646661.09680747)
245,7230,265,Drexel Reservoir,Drexel City Reservoir South,272,38.4638,-94.6069,,,187,1,29,2,,,,,,,,POINT (-10531591.933530154 4645153.981415035)
246,7426,266,Garden City,Garden City New Lake,388,38.5218,-94.1695,,,187,1,29,2,,,,,,,,POINT (-10482900.788257176 4653403.174540713)
247,7206,267,Niangua,Lake Niangua,1513,37.9356,-92.8504,,,187,3,29,2,,,,,,,,POINT (-10336059.247951766 4570332.243049742)
248,7329,268,Nims,Nims Lake,1355,37.6384,-90.3307,,,187,3,29,2,,,,,,,,POINT (-10055567.526999956 4528469.047844549)
249,7333,269,Shepherd Mountain,Shepard Mountain Lake,350,37.5919,-90.6579,,,187,3,29,2,,,,,,,,POINT (-10091991.264387516 4521934.302468252)
250,7032,270,Vandalia,Vandalia Reservoir,245,39.3769,-91.4084,,,187,1,29,2,,,,,,,,POINT (-10175536.542227868 4775803.961220988)
251,7441,271,Palmer,Palmer Lake,495,37.8227,-90.9217,,,187,3,29,2,,,,,,,,POINT (-10121357.34605878 4554409.45774318)
252,7047,272,Perry,Perry City Lake,187,39.4239,-91.6747,,,187,2,29,2,,,,,,,,POINT (-10205180.922626117 4782574.789608381)
253,7094,273,Odessa (Upper),Odessa Lake (Old),350,38.9701,-93.9782,,,187,1,29,2,,,,,,,,POINT (-10461605.369668422 4717389.558639686)
254,7117,317,Buffalo Bill,Buffalo Bill Lake,421,39.8155,-94.3832,,,187,1,29,2,,,,,,,,POINT (-10506689.763439698 4839167.35289267)
255,7451,400,Woodrail,Twin Lakes,2473,38.9214,-92.3581,,,187,2,29,2,,,,,,,,POINT (-10281256.662634239 4710419.042444533)
256,7489,274,Alpine,Alpine Lake,962,38.7496,-91.0812,,,187,2,29,2,,,,,,,,POINT (-10139112.804840308 4685867.125939779)
257,NA,275,Ascencio,,,39.343,-94.8554,,,187,1,29,2,,,,,,,,POINT (-10559254.826992283 4770923.150547308)
258,7181,276,Ashland,Lake Champetra,10803,38.7553,-92.2058,,,187,2,29,2,,,,,,,,POINT (-10264302.704186425 4686680.762945416)
259,7492,277,Aspen,Lake Innsbrook,2531,38.7576,-91.04,,,187,2,29,2,,,,,,,,POINT (-10134526.441819627 4687009.091013057)
260,7643,278,Aspenetter,Foxtail Lake,2011,38.763,-91.0326,,,187,1,29,2,,,,,,,,POINT (-10133702.677587755 4687779.989801651)
261,7648,279,Autumn,Autumn Lake,104,38.2075,-92.7141,,,187,3,29,2,,,,,,,,POINT (-10320886.401356645 4608780.216179649)
262,7247,280,Sherwood (Big Lake),Lake Sherwood,733,38.6648,-90.9875,,,187,2,29,2,,,,,,,,POINT (-10128682.16855298 4673770.15324868)
263,7469,281,Buteo,Lake Buteo,130,38.7489,-93.5814,,,187,1,29,2,,,,,,,,POINT (-10417433.795721652 4685767.21008479)
264,NA,282,Cardinal,,,38.761,-91.0089,,,187,1,29,2,,,,,,,,POINT (-10131064.405655956 4687494.464930127)
265,7492,283,Castlenovo,Lake Innsbrook,736,38.7669,-91.0509,,,187,2,29,2,,,,,,,,POINT (-10135739.824269272 4688336.786320336)
266,7643,284,Charrette,Foxtail Lake,1253,38.7659,-91.023,,,187,1,29,2,,,,,,,,POINT (-10132634.010476138 4688194.015080815)
267,7196,285,Clearfork,Clear Fork Lake,275,38.7517,-93.5972,,,187,1,29,2,,,,,,,,POINT (-10419192.643676186 4686166.879383131)
268,7085,286,Crystal,Crystal Lake,844,39.3567,-94.1914,,,187,1,29,2,,,,,,,,POINT (-10485338.68510555 4772895.346370712)
269,7085,287,Doniphan (Lower),Crystal Lake,5521,39.3239,-94.1965,,,187,1,29,2,,,,,,,,POINT (-10485906.414508594 4768174.237898165)
270,7085,288,Doniphan (Upper),Crystal Lake,5001,39.3274,-94.1953,,,187,1,29,2,,,,,,,,POINT (-10485772.831119644 4768677.90915751)
271,7247,289,Eleanor,Lake Sherwood,129,38.6726,-90.9734,,,187,2,29,2,,,,,,,,POINT (-10127112.563732794 4674882.247679166)
272,7308,290,Eureka,MU lat lon not near waterbody,,38.5159,-90.6429,,,187,3,29,2,,,,,,,,POINT (-10090321.472025616 4652563.728966462)
273,7643,291,Foxtail,Foxtail Lake,96,38.7745,-91.0233,,,187,1,29,2,,,,,,,,POINT (-10132667.406323379 4689421.913144673)
274,NA,292,Good Oak,,,38.1982,-92.7169,,,187,3,29,2,,,,,,,,POINT (-10321198.095930867 4607462.785738553)
275,7492,293,Innsbrook,Lake Innsbrook,384,38.7684,-91.0545,,,187,2,29,2,,,,,,,,POINT (-10136140.574436128 4688550.946931764)
276,NA,294,January Wabash,,,38.7528,-90.3111,,,187,2,29,2,,,,,,,,POINT (-10053385.664980408 4686323.896610813)
277,7646,295,Jennings,Koeneman Park Lake,144,38.7384,-90.2583,,,187,2,29,2,,,,,,,,POINT (-10047507.995866524 4684268.589801729)
278,7489,296,Konstanz,Alpine Lake,1083,38.7624,-91.074,,,187,2,29,2,,,,,,,,POINT (-10138311.304506596 4687694.33149992)
279,7629,297,Lake of the Woods,Lake of the Woods,136,38.9954,-94.5206,,,187,3,29,2,,,,,,,,POINT (-10521985.061474694 4721012.683467171)
280,7055,298,Ste. Louise,Lake Sainte Louise,562,38.7994,-90.7911,,,187,2,29,2,,,,,,,,POINT (-10106819.02056118 4692977.941537423)
281,7044,299,Lakeview,Lakeview Park Lake,324,39.1546,-91.89,,,187,1,29,2,,,,,,,,POINT (-10229148.008993909 4743840.952109045)
282,7248,300,Lucern,Lake Lucern,371,38.7756,-91.0595,,,187,2,29,2,,,,,,,,POINT (-10136697.171890095 4689578.98055249)
283,NA,301,Penn Valley,,,39.0783,-94.5927,,,187,1,29,2,,,,,,,,POINT (-10530011.19676089 4732893.58977325)
284,NA,302,Red Fox,,,38.7717,-91.0255,,,187,1,29,2,,,,,,,,POINT (-10132912.309203122 4689022.116127477)
285,7247,304,Robin Hood,Lake Sherwood,177,38.674,-90.9874,,,187,2,29,2,,,,,,,,POINT (-10128671.0366039 4675081.867197383)
286,7248,305,Scheffborg,Lake Lucern,1121,38.786,-91.0583,,,187,2,29,2,,,,,,,,POINT (-10136563.588501142 4691064.101236773)
287,7502,306,Simpson,Simpson Park Lake,535,38.5581,-90.4639,,,187,3,29,2,,,,,,,,POINT (-10070395.28317362 4658569.413919932)
288,7643,307,St. Gallen,Foxtail Lake,3622,38.75,-91.0301,,,187,1,29,2,,,,,,,,POINT (-10133424.378860772 4685924.221153925)
289,7417,308,Stephens,Antimi Lake,7311,38.9511,-92.3085,,,187,2,29,2,,,,,,,,POINT (-10275735.215890892 4714669.485682916)
290,7247,309,Sugar Hollow,Lake Sherwood,346,38.6714,-90.9777,,,187,2,29,2,,,,,,,,POINT (-10127591.237543205 4674711.148342131)
292,7649,310,Treeline,Treeline Lake,352,38.1933,-92.7351,,,187,3,29,2,,,,,,,,POINT (-10323224.110663304 4606768.723404929)
293,NA,311,Troost,,,39.0754,-94.5646,,,187,1,29,2,,,,,,,,POINT (-10526883.119069599 4732477.7376037305)
294,NA,312,Trophy,,,38.7742,-91.0274,,,187,1,29,2,,,,,,,,POINT (-10133123.81623563 4689379.076999306)
295,7630,313,Wanderfern,100K Extent-Remaining Lakes,,38.7671,-91.0729,,,187,2,29,2,,,,,,,,POINT (-10138188.853066724 4688365.340808373)
296,7165,314,Waterworks,Old Reservoir,392,39.4162,-92.4646,,,187,1,29,2,,,,,,,,POINT (-10293112.188403724 4781465.213659023)
297,7643,315,Whippoorwill,Foxtail Lake,1836,38.7654,-91.0339,,,187,2,29,2,,,,,,,,POINT (-10133847.392925786 4688122.630211445)
298,7635,316,Wood,Welch Lake,4497,38.9956,-92.2153,,,187,1,29,2,,,,,,,,POINT (-10265360.239348961 4721041.329929267)
299,7362,318,Apollo,Apollo Lake,175,37.8158,-90.491,,,187,2,29,2,,,,,,,,POINT (-10073412.041374119 4553437.110866399)
300,NA,320,Quarry Heights,,,38.9413,-92.3448,,,187,2,29,2,,,,,,,,POINT (-10279776.11340669 4713266.78572837)
302,NA,322,Whitecliff,,,38.5561,-90.3688,,,187,2,29,2,,,,,,,,POINT (-10059808.79959918 4658284.704745494)
303,NA,323,Wyandote,,,39.1679,-94.7786,,,187,1,19,2,,,,,,,,POINT (-10550705.490099357 4745750.422258844)
305,NA,402,Flat Creek,,,36.6595,-93.8868,,,187,3,29,3,,,,,,,,POINT (-10451430.768209916 4391751.156294157)
306,NA,403,Mallard ,,,38.7024,-90.4946,,,187,2,29,2,,,,,,,,POINT (-10073812.791540975 4679132.134978867)
307,NA,404,Novus,,,38.7094,-90.6817,,,187,2,29,2,,,,,,,,POINT (-10094640.668268397 4680130.687475378)
308,NA,405,Pierson,,,39.0679,-94.7119,,,187,1,19,2,,,,,,,,POINT (-10543280.480063448 4731402.337101148)
309,7070,406,Riss,Riss Lake,551,39.2005,-94.6767,,,187,6,29,2,,,,,,,,POINT (-10539362.033987522 4750432.305543101)
310,NA,407,,,,36.555,-93.7699,,,187,3,29,3,,,,,,,,POINT (-10438417.519736184 4377259.713435985)
311,NA,408,,,,39.1182,-94.6368,,,187,1,19,2,,,,,,,,POINT (-10534920.386304872 4738616.87849084)
312,NA,409,,,,38.5624,-90.2666,,98,187,2,29,2,,,,,,,,POINT (-10048431.947640108 4659181.565471184)
313,7199,410,Caswell,Cedar Lake,40,38.8966,-92.3512,,50,187,1,29,2,,,,,,,,POINT (-10280488.558147766 4706871.213698264)
314,7199,411,Cedar,Cedar Lake,40,38.8966,-92.3512,,10,187,2,29,2,,,,,,,,POINT (-10280488.558147766 4706871.213698264)
315,NA,412,Barry Harbor,,,39.2428,-94.6045,,112,187,6,29,2,,,,,,,,POINT (-10531324.766752249 4756510.504325443)
317,7375,413,Jaycee,Jaycee Park Lake,110,38.5625,-92.2684,,25,187,2,29,2,,,,,,,,POINT (-10271271.304310083 4659195.801989534)
318,7135,414,Crowder,Crowder St. Park Lake,184,40.0959,-93.6606,,39,187,1,29,2,,,,,,,,POINT (-10426250.299392479 4879888.008069091)
319,7156,415,Ethel,Ethel Lake,235,39.8872,-92.7527,,59,187,1,29,2,,,,,,,,POINT (-10325183.333701266 4849564.004758738)
320,7134,416,Leisure (Grundy Co),Leisure Lake,385,40.1104,-93.7273,,39,187,1,29,2,,,,,,,,POINT (-10433675.30942839 4881998.299869303)
321,7400,417,Middle Fork Water,Middle Fork Water Company Lake,712,40.2886,-94.4329,,37,187,1,29,2,,,,,,,,POINT (-10512222.342132125 4907969.901764587)
322,7175,418,Bass,Bass Lake,261,38.8391,-91.7668,,14,187,2,29,2,,,,,,,,POINT (-10215433.447728178 4698650.164081955)
323,NA,419,Butterfly,MU lat lon not near waterbody,,37.788,-90.9259,,99,187,2,29,2,,,,,,,,POINT (-10121824.887920113 4549520.459742001)
324,7254,420,Daizy Valley,Lost Valley Lake,483,38.4743,-91.3901,,36,187,2,29,2,,,,,,,,POINT (-10173499.39554635 4646646.877702492)
325,7176,421,Leisure (Callaway Co),Leisure Lake,444,38.8978,-91.8209,,14,187,2,29,2,,,,,,,,POINT (-10221455.832180092 4707042.854299343)
326,7174,422,Lochaweeno,Lake Lochaweeno,528,38.8285,-91.7632,,14,187,2,29,2,,,,,,,,POINT (-10215032.697561322 4697135.356888408)
327,7409,423,Port Hudson,Port Hudson Lake,340,38.4735,-91.2678,,35,187,2,29,2,,,,,,,,POINT (-10159885.021822333 4646533.1255726805)
328,7431,424,Iron Mountain,Iron Mountain Lake,733,37.693,-90.6225,,97,187,3,29,2,,,,,,,,POINT (-10088050.554413434 4536147.3266122695)
329,7355,425,Kellogg,Kellogg Lake,148,37.1875,-94.2934,,48,187,3,29,2,,,,,,,,POINT (-10496693.273166463 4465274.193647816)
330,7298,426,Potosi,Potosi Lake,284,37.8823,-90.6806,,107,187,3,29,2,,,,,,,,POINT (-10094518.216828523 4562812.067288586)
331,7410,427,Primrose,Primrose Lake,380,37.9927,-90.5628,,97,187,3,29,2,,,,,,,,POINT (-10081404.780813076 4578394.619021425)
332,7293,428,Sayersbrook,Sayersbrook Lake,438,37.9867,-90.9259,,107,187,3,29,2,,,,,,,,POINT (-10121824.887920113 4577547.139267083)
333,7415,429,Wahoo,Wahoo Lake,236,38.0012,-90.5468,,97,187,3,29,2,,,,,,,,POINT (-10079623.668960385 4579595.3340108795)
334,7370,430,Bluestem,Bluestem Lake,113,38.8715,-94.3244,,47,187,1,29,2,,,,,,,,POINT (-10500144.177381054 4703281.728975477)
335,7371,431,Bodarc,Bodarc Lake,224,38.8708,-94.3167,,47,187,1,29,2,,,,,,,,POINT (-10499287.017301945 4703181.641995707)
336,7217,432,Harrisonville City,City Lake Harrisonville,334,38.6645,-94.3391,,19,187,1,29,2,,,,,,,,POINT (-10501780.573895715 4673727.382805318)
337,7216,433,Luna,Lake Luna,331,38.6616,-94.3462,,19,187,1,29,2,,,,,,,,POINT (-10502570.942280347 4673313.944423799)
338,7027,434,Sever Lake North,North Sever Lake,245,40.2556,-92.1485,,51,187,1,29,2,,,,,,,,POINT (-10257924.09736397 4903155.191085901)
339,7028,435,Hurdland Severs,Hurdland Severs Lake,151,40.1121,-92.294,,51,187,1,29,2,,,,,,,,POINT (-10274121.08327439 4882245.74285199)
340,7201,436,Finger Lake,Finger Lakes,167,39.0872,-92.3157,,10,187,1,29,2,,,,,,,,POINT (-10276536.716224605 4734169.932473851)
341,7630,437,Thunderbird (Lower),100K Extent-Remaining Lakes,,38.8068,-91.8085,,14,187,2,29,2,,,,,,,,POINT (-10220075.470494255 4694034.99266051)
343,7423,438,Bethel,Cosmo-Bethel Lake,62,38.9012,-92.3421,,10,187,2,29,2,,,,,,,,POINT (-10279475.550781548 4707529.185087426)
344,NA,439,Cheney,,,37.7266,-97.7933,,,187,,19,2,,,,,,,,POINT (-10886300.358993841 4540875.231473166)
345,NA,440,Crow Pond,,,38.8938,-91.7372,,14,187,1,29,2,,,,,,,,POINT (-10212138.390800696 4706470.730241006)
346,NA,441,Montauk,,,37.4579,-91.6847,,94,187,3,29,2,,,,,,,,POINT (-10206294.11753405 4503125.789534771)
347,7246,442,Callaway Fork,Callaway Lake,1592,38.6824,-90.845,,114,187,2,29,2,,,,,,,,POINT (-10112819.141114937 4676279.666302736)
348,7256,443,Spanish,Sunfish Lake,762,38.8005,-90.2035,,98,187,2,29,2,,,,,,,,POINT (-10041407.687771054 4693135.063812316)
349,7305,444,Cole,Cole Lake,245,38.0193,-90.567,,49,187,,29,2,,,,,,,,POINT (-10081872.322674407 4582152.614457442)
350,NA,445,Rock Lake Village,,,38.8853,-94.0729,,53,187,,29,2,,,,,,,,POINT (-10472147.325446546 4705255.073592582)
351,NA,446,Sakatah,,,44.2229,-93.5625,,,187,,27,1,,,,,,,,POINT (-10415329.85734566 5500001.516888362)
353,NA,447,Black Hawk,,,42.3036,-95.0393,,,187,,18,1,,,,,,,,POINT (-10579726.481349165 5206566.301172041)
356,NA,448,Riata,,,38.4698,-91.4061,,36,187,,29,2,,,,,,,,POINT (-10175280.507399043 4646007.038389558)
357,7211,449,Pleasant Hill,Pleasant Hill Lake,796,38.8223,-94.2962,,19,187,,29,2,,,,,,,,POINT (-10497004.967740683 4696249.442132837)
359,NA,450,Marion,,,38.3675,-90.7568,,35,187,,29,2,,,,,,,,POINT (-10103000.76202697 4631472.112035621)
360,7284,451,Serene,Lake Serene,256,38.4132,-90.7849,,35,187,,29,2,,,,,,,,POINT (-10106128.839718262 4637962.688213775)
361,NA,452,Katy,,,38.9199,-92.3952,,10,187,,29,2,,,,,,,,POINT (-10285386.61574267 4710204.420804119)
362,NA,453,Lafayette Park,,,38.6156,-90.216,,115,187,,29,2,,,,,,,,POINT (-10042799.181405967 4666758.193610322)
363,7290,454,Cedar Hill (Lake 1),Cedar Hill Lake Number 1,162,38.3337,-90.6549,,49,187,,29,2,,,,,,,,POINT (-10091657.305915136 4626674.27839397)
364,7088,455,West Arrowhead,Lake Arrowhead,389,39.4848,-94.3117,,24,187,,29,2,,,,,,,,POINT (-10498730.419847978 4791354.849736352)
365,7630,456,Timberland,100K Extent-Remaining Lakes,,37.9178,-93.97,,20,187,,29,2,,,,,,,,POINT (-10460692.549843917 4567820.208782794)
366,NA,457,OFallon Park,,,38.6792,-90.2194,,98,187,,29,2,,,,,,,,POINT (-10043177.667674664 4675823.34530532)
367,7630,458,Crystal (Morgan),100K Extent-Remaining Lakes,,38.3942,-92.9464,,70,187,,29,2,,,,,,,,POINT (-10346745.919067921 4635263.701009933)
368,7310,459,Fon du Lac,Fon-Du-Lac Reservoir,269,38.4898,-90.4693,,49,187,,29,2,,,,,,,,POINT (-10070996.408423904 4648851.0744185755)
369,7073,460,Houston,Houston Lake,257,39.1904,-94.6185,,112,187,,29,2,,,,,,,,POINT (-10532883.239623355 4748981.55124327)
370,7253,461,See Tal,See Tal Lake,137,38.6881,-91.4368,,36,187,,29,2,,,,,,,,POINT (-10178698.015766397 4677092.5386270825)
371,NA,462,Tilles Park,,,38.6222,-90.3636,,98,187,,29,2,,,,,,,,POINT (-10059229.938247055 4667698.542875045)
372,7181,463,McKee Pond,Lake Champetra,3170,38.671,-92.2592,,10,187,,29,2,,,,,,,,POINT (-10270247.164994786 4674654.115867121)
373,NA,464,Cedar (Randolph),Rothwell Lake,,39.3925,-92.4234,,86,187,,29,2,,,,,,,,POINT (-10288525.825383041 4778050.794233473)
374,NA,465,McKee Prairie,,,38.8375,-94.2319,,19,187,,29,2,,,,,,,,POINT (-10489847.124482675 4698421.499482479)
