WBID,WATER_BODY,11,21,22,23,24,31,41,42,43,52,71,81,82,90,95,Waterbody_,Watershed_
7315,Bull Shoals Lake,564673.9,693460.7,405074.0,201575.4,59238.7,39064.6,8073773.4,718082.6,940119.2,192885.5,219309.5,5167889.7,14190.7,18594.4,4371.0,282042049.80,24191708983.71
7317,Norfork Lake,102076.4,163803.0,44049.3,9143.7,1349.8,23124.5,2682999.0,125578.5,401107.6,73944.6,83125.3,1479327.2,883.0,3413.0,894.0,117620529.73,7290390162.07
7033,Mark Twain Lake,118260.9,162342.2,111187.2,41187.3,9873.4,5622.4,1045685.4,4361.3,41333.6,6824.3,23247.2,1869220.3,2682456.6,170944.6,41771.0,137612202.31,9614372787.32
7173,Thomas Hill Reservoir,22970.8,10021.1,7587.1,1869.6,387.6,265.0,77159.6,1312.9,5629.3,579.2,1236.1,209416.9,60618.3,10248.0,2459.6,27412350.74,627555370.85
7326,Clearwater Lake,17415.7,80680.9,6658.2,2405.6,617.6,17598.2,2105709.6,36370.3,103413.0,19994.1,16663.4,157944.2,1787.0,11846.7,4437.2,10434946.54,3691768137.60
7336,Lake Wappapello,52000.1,110048.7,41201.5,16597.5,4016.2,7662.8,2599667.1,62007.1,147093.4,26610.7,19689.6,558422.6,22513.6,28046.0,5668.0,49693892.30,5288900500.52
7316,Noblett Lake,96.2,1817.9,296.0,50.3,5.0,16.0,51120.0,3309.1,4257.5,745.2,597.9,8824.1,,21.0,8.0,173252.60,100483592.66
7319,McCormack Lake,69.2,331.3,16.5,,,,8822.2,243.3,786.0,6.0,95.8,,,4.0,2.0,56923.98,14611364.63
7322,Loggers Lake,89.6,361.1,6.2,,,,6539.9,86.9,326.9,13.0,193.2,,,7.0,1.0,132468.76,10893116.00
7327,Beaver Lake,58.5,44.1,,,,,254.7,361.4,295.8,,,,,,0.5,87740.20,1427473.74
7341,Lake Tywappity,135.7,2.9,1.1,2.0,,,884.1,,10.0,,1.8,143.6,,,0.9,272878.73,1679573.48
7150,Spring Lake,410.8,313.7,189.1,28.1,1.9,,7133.8,,12.0,,29.5,224.9,,2.0,16.0,599557.58,12883032.89
7433,Junges Lake,157.8,61.5,21.9,38.0,56.1,65.5,3235.3,,,,16.9,126.0,,,3.0,246093.79,5543946.06
7181,Lake Champetra,271.1,215.0,27.2,10.7,,,1813.2,12.1,89.8,9.6,5.0,175.1,34.5,,1.0,404210.23,3941229.35
7199,Cedar Lake,131.0,392.4,651.2,785.1,212.9,,31.3,11.2,24.5,,0.4,269.0,14.0,6.0,4.0,138864.58,3769371.21
7201,Finger Lakes,263.1,238.1,122.1,102.0,1.1,19.2,1747.0,5.4,174.3,1.0,15.1,3253.1,1210.7,20.0,34.3,793662.31,10791021.33
7451,Twin Lakes,1876.7,15382.8,18273.7,18070.1,7367.8,781.7,61784.3,862.8,8965.0,566.1,766.3,62884.0,20530.0,1057.1,92.7,154467.10,327254645.19
7064,Lake Contrary,1234.8,889.4,1315.0,597.2,381.8,13.6,4448.2,,150.2,68.4,25.7,1503.0,12823.0,169.9,790.8,1996334.79,37150621.47
7067,Lewis & Clark Lake,1715.9,195.0,256.0,83.4,8.0,1.0,1106.8,,6.9,9.3,31.0,618.1,1588.8,56.2,313.7,2689225.76,9077759.40
7174,Lake Lochaweeno,315.0,336.7,74.3,9.9,3.0,,2432.2,,40.9,,7.0,36.3,,2.0,12.4,262504.92,4858839.03
7175,Bass Lake,127.0,179.1,38.4,5.9,,,1839.3,,33.8,,1.0,25.3,,2.0,6.0,192260.04,3355621.68
7176,Leisure Lake,244.0,176.0,30.5,3.0,,,2321.6,,25.5,,16.0,43.7,,0.1,5.7,299440.55,4264166.71
7206,Lake Niangua,4921.2,55326.1,26088.1,7062.0,848.5,1302.5,907136.1,15921.0,49427.2,15826.6,8900.3,612029.4,3320.4,3060.0,429.6,1671995.24,2460176472.62
7659,Lake Boutin,62.5,54.4,4.4,2.0,,,262.6,,,,7.4,2.0,,,4.0,125688.49,571760.56
7212,Lake Winnebago,2274.9,6000.9,9598.5,5545.7,778.9,65.3,3556.5,,35.0,31.0,53.0,23417.7,4554.6,12.8,13.0,1814158.42,83072866.67
7213,Raintree Lake,911.0,2713.9,4596.6,2884.5,296.2,25.8,707.0,,8.0,27.0,7.0,7163.3,2168.6,,,1658248.12,31955780.18
7149,Sterling Price Community Lake,125.0,13.5,55.3,7.0,1.9,,186.7,,20.3,5.0,17.9,742.2,531.1,10.5,6.0,151982.31,2600189.16
7158,Lake Nehai Tonkayea,1199.9,930.1,213.6,39.7,3.9,14.0,1584.5,0.2,18.3,,6.0,551.3,,,19.2,1555720.38,6951004.40
7001,Lake of the Oaks,264.5,313.7,74.2,16.4,2.0,2.0,1750.2,,24.8,12.0,51.1,375.5,865.7,,5.0,341078.96,5812835.62
7007,Athens State Park Lake,30.0,76.8,12.5,,,,613.9,101.4,138.4,39.6,32.6,513.3,173.6,,4.0,50076.31,2712434.74
7087,Watkins Mill Lake,502.4,367.1,203.0,30.0,5.8,16.0,3090.1,,224.1,7.0,6.2,2959.6,1378.4,14.0,7.0,591444.40,13303658.37
7088,Lake Arrowhead,537.3,1047.5,974.6,359.7,4.0,,3000.1,,6.0,15.0,56.3,9597.5,6909.7,85.0,14.0,685015.89,34224491.79
7453,Lake Allaman,29.0,82.8,40.5,0.7,,,263.4,,19.3,,,297.1,,,,41117.27,1114166.04
7278,Opossum Hollow Lake,322.1,803.9,99.2,26.3,4.0,6.0,14129.8,182.2,1044.0,349.6,223.8,3461.5,,4.0,2.9,416062.10,30073476.75
7279,Lucky Clover Lake,6304.3,71725.5,29360.9,12994.2,3928.6,1839.0,1347407.4,43685.0,63289.9,24274.5,14183.7,609688.8,1806.0,2803.7,872.0,135137.42,3222725529.01
7288,Indian Lake,1529.9,2554.3,1518.6,539.8,45.3,40.3,18376.0,399.8,1762.5,391.4,256.9,14664.6,,23.0,22.0,1999815.28,61262457.98
7289,Klontz Lake,59.9,50.5,18.1,2.0,,,254.7,,19.0,8.0,2.0,100.6,,,1.0,93334.51,752105.94
7112,King Lake,1415.4,1545.1,664.9,104.7,7.0,6.0,4478.5,1.0,242.0,197.4,130.0,29981.9,13813.3,240.0,255.1,1410430.26,81654684.65
7118,Pony Express Lake,1197.0,253.7,222.3,12.6,0.6,4.6,3485.6,1.0,51.3,169.9,29.0,4146.6,3038.4,65.0,43.0,1755429.36,19417074.64
7275,Whispering Valley Lakes,128.4,201.9,101.4,5.0,0.1,,516.9,0.0,81.7,,4.0,15.0,,1.4,1.9,216229.69,1557372.68
7276,Lake Thunderbird,107.4,183.1,47.8,8.0,,,1489.9,,73.7,35.0,6.3,331.9,,,1.0,210163.44,3345694.32
7277,Lake St. Clair #1,251.9,257.5,255.6,93.0,11.3,1.0,568.9,3.0,49.3,8.5,2.7,683.6,1.1,3.0,,344751.54,3209099.92
7283,Lake Arrowhead,92.5,575.3,282.1,49.0,,6.0,5240.3,234.9,1799.8,42.8,58.0,1160.5,,17.0,5.8,150037.28,14015215.84
7284,Lake Serene,279.2,346.5,234.0,39.7,13.7,1.0,1401.2,204.3,971.1,5.6,28.6,404.9,,3.0,3.0,361754.41,5778484.61
7285,Melody Lake,127.5,192.3,79.3,10.6,1.0,,322.1,,35.3,8.0,10.0,180.6,,,3.0,207273.04,1421851.56
7241,Peaceful Valley Lake,887.0,658.3,402.6,90.4,1.3,172.0,8523.9,18.8,346.0,97.9,52.0,2036.1,45.1,1.0,15.0,1041645.10,19556644.87
7242,Lake Timber Ridge,130.0,69.9,24.3,2.0,,,2328.8,5.0,68.3,,7.0,26.5,,,,228107.73,3913871.44
7243,Lake Northwood,380.7,189.7,64.2,5.5,6.9,24.2,3348.9,,65.1,5.0,13.2,204.6,4.4,4.0,5.0,509764.81,6346913.21
7254,Lost Valley Lake,347.7,243.4,205.9,70.4,6.0,50.0,3753.9,25.3,425.6,5.0,48.0,1061.1,,,2.0,262229.86,9182138.09
7134,Leisure Lake,188.7,350.9,222.4,14.3,1.3,3.0,1292.8,,30.0,,3.0,885.3,1510.1,22.0,19.0,263025.15,6996185.44
7135,Crowder St. Park Lake,91.6,352.2,271.3,55.6,2.0,,1833.8,15.6,146.5,,15.3,810.0,676.7,,6.0,103772.64,6584519.11
7109,New City Lake,356.9,44.4,101.5,16.7,1.8,,331.4,124.1,343.6,12.0,6.0,1937.3,3.8,22.0,12.0,345926.43,5136628.10
7059,Big Lake,3114.2,191.1,588.4,361.1,121.5,17.4,,,,,98.5,25.9,6516.0,330.3,566.7,4604878.31,18357579.73
7318,East Arrowhead Lake,234.9,149.6,90.9,10.0,,2.0,1048.9,,1.8,232.5,297.4,1673.5,,,2.0,343536.06,5248050.58
